TIME_PERIOD,OBS_VALUE,INDICADOR,ENTIDAD
2012-01-01,0.031302426337304096,Hasta 1 salario mínimo,Aguascalientes
2013-01-01,0.032722051382451926,Hasta 1 salario mínimo,Aguascalientes
2014-01-01,0.027705367781832173,Hasta 1 salario mínimo,Aguascalientes
2015-01-01,0.0240157534163303,Hasta 1 salario mínimo,Aguascalientes
2016-01-01,0.029965456767008705,Hasta 1 salario mínimo,Aguascalientes
2017-01-01,0.02708368793463989,Hasta 1 salario mínimo,Aguascalientes
2018-01-01,0.03254176190244614,Hasta 1 salario mínimo,Aguascalientes
2019-01-01,0.036228412379030295,Hasta 1 salario mínimo,Aguascalientes
2020-01-01,0.04022169737756151,Hasta 1 salario mínimo,Aguascalientes
2021-01-01,0.0471934060368671,Hasta 1 salario mínimo,Aguascalientes
2022-01-01,0.07333946171700896,Hasta 1 salario mínimo,Aguascalientes
2023-01-01,0.07687497325700561,Hasta 1 salario mínimo,Aguascalientes
2024-01-01,0.09130531766468598,Hasta 1 salario mínimo,Aguascalientes
2005-01-01,0.08524862588885468,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2006-01-01,0.07176797607695022,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2007-01-01,0.07010313342393958,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2008-01-01,0.06179839611945005,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2009-01-01,0.078537866898939,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2010-01-01,0.08099879662041053,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2011-01-01,0.07150024135102566,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2012-01-01,0.09035157080699006,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2013-01-01,0.09397162522067586,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2014-01-01,0.08509037161306873,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2015-01-01,0.08725775665029421,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2016-01-01,0.09905135285464184,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2017-01-01,0.10145213034333511,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2018-01-01,0.11804595177016972,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2019-01-01,0.12761657771239604,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2020-01-01,0.13711866828188507,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2021-01-01,0.15714832348606594,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2022-01-01,0.13537286222640602,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2023-01-01,0.14054294065615558,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2024-01-01,0.1313017893430658,Más de 1 hasta 2 salarios mínimos,Aguascalientes
2005-01-01,0.08277165914534793,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2006-01-01,0.09530596499395541,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2007-01-01,0.090583161882307,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2008-01-01,0.10578849012967705,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2009-01-01,0.08493466401856177,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2010-01-01,0.08418446138214812,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2011-01-01,0.08582645004708876,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2012-01-01,0.08398889110174211,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2013-01-01,0.08693172803958832,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2014-01-01,0.0998585649234259,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2015-01-01,0.08379450499683898,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2016-01-01,0.07755909430773719,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2017-01-01,0.07674566423916744,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2018-01-01,0.07265875753781063,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2019-01-01,0.0745620167290765,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2020-01-01,0.061038327299646165,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2021-01-01,0.05702798877951638,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2022-01-01,0.037317437414378575,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2023-01-01,0.030068069250501716,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2024-01-01,0.028698126482263345,Más de 2 hasta 3 salarios mínimos,Aguascalientes
2005-01-01,0.07627842082341546,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2006-01-01,0.07388428557483649,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2007-01-01,0.08054013643497,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2008-01-01,0.06810461828994496,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2009-01-01,0.0647700053312509,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2010-01-01,0.06458123065394314,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2011-01-01,0.055581833187622574,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2012-01-01,0.05172338134474715,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2013-01-01,0.0575202363552282,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2014-01-01,0.05719723948435269,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2015-01-01,0.051062778108739,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2016-01-01,0.04536724790886544,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2017-01-01,0.046926100581140884,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2018-01-01,0.04622323013422166,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2019-01-01,0.03483843857900112,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2020-01-01,0.029534787637827256,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2021-01-01,0.023957864965590096,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2022-01-01,0.017733674147222902,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2023-01-01,0.012168851583921796,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2024-01-01,0.00923133093482285,Más de 3 hasta 5 salarios mínimos,Aguascalientes
2005-01-01,0.04013549636949323,Más de 5 salarios mínimos,Aguascalientes
2006-01-01,0.04082184799177035,Más de 5 salarios mínimos,Aguascalientes
2007-01-01,0.04214339750857881,Más de 5 salarios mínimos,Aguascalientes
2008-01-01,0.042857437845874286,Más de 5 salarios mínimos,Aguascalientes
2009-01-01,0.03642966690945133,Más de 5 salarios mínimos,Aguascalientes
2010-01-01,0.030030903057900616,Más de 5 salarios mínimos,Aguascalientes
2011-01-01,0.029422462185526365,Más de 5 salarios mínimos,Aguascalientes
2012-01-01,0.028926679921282436,Más de 5 salarios mínimos,Aguascalientes
2013-01-01,0.027897140581065252,Más de 5 salarios mínimos,Aguascalientes
2014-01-01,0.026380468794831375,Más de 5 salarios mínimos,Aguascalientes
2015-01-01,0.021978188980207168,Más de 5 salarios mínimos,Aguascalientes
2016-01-01,0.021701979891066477,Más de 5 salarios mínimos,Aguascalientes
2017-01-01,0.015993342107182805,Más de 5 salarios mínimos,Aguascalientes
2018-01-01,0.011804614173515538,Más de 5 salarios mínimos,Aguascalientes
2019-01-01,0.011667079523902155,Más de 5 salarios mínimos,Aguascalientes
2020-01-01,0.010104701599622712,Más de 5 salarios mínimos,Aguascalientes
2021-01-01,0.006803242408321508,Más de 5 salarios mínimos,Aguascalientes
2022-01-01,0.00543347500398076,Más de 5 salarios mínimos,Aguascalientes
2023-01-01,0.0028063484536762235,Más de 5 salarios mínimos,Aguascalientes
2024-01-01,0.004131924155815733,Más de 5 salarios mínimos,Aguascalientes
2015-01-01,0.21845141,Instrucción media superior 15 años o más,Aguascalientes
2020-01-01,0.23597656761356198,Instrucción media superior 15 años o más,Aguascalientes
2015-01-01,0.20670093,Instrucción superior 15 años o más,Aguascalientes
2020-01-01,0.245933214233461,Instrucción superior 15 años o más,Aguascalientes
2015-01-01,0.030784161,Sin escolaridad 15 años o más,Aguascalientes
2020-01-01,0.0231195567636663,Sin escolaridad 15 años o más,Aguascalientes
2015-01-01,0.54283066,Escolaridad básica 15 años o más,Aguascalientes
2020-01-01,0.493423838968759,Escolaridad básica 15 años o más,Aguascalientes
2000-01-01,0.08199999999999999,Grado promedio de escolaridad 15 años o más,Baja California
2005-01-01,0.08900000000000001,Grado promedio de escolaridad 15 años o más,Baja California
2010-01-01,0.0926,Grado promedio de escolaridad 15 años o más,Baja California
2015-01-01,0.09757417721393219,Grado promedio de escolaridad 15 años o más,Baja California
2020-01-01,0.10202654543992801,Grado promedio de escolaridad 15 años o más,Baja California
1910-01-01,0.465,Porcentaje de analfabetas total,Baja California
1921-01-01,0.43,Porcentaje de analfabetas total,Baja California
1930-01-01,0.24,Porcentaje de analfabetas total,Baja California
1940-01-01,0.16899999999999998,Porcentaje de analfabetas total,Baja California
1950-01-01,0.188,Porcentaje de analfabetas total,Baja California
1960-01-01,0.127,Porcentaje de analfabetas total,Baja California
1970-01-01,0.127,Porcentaje de analfabetas total,Baja California
1980-01-01,0.066,Porcentaje de analfabetas total,Baja California
1990-01-01,0.047,Porcentaje de analfabetas total,Baja California
1995-01-01,0.04,Porcentaje de analfabetas total,Baja California
2000-01-01,0.035,Porcentaje de analfabetas total,Baja California
2005-01-01,0.031,Porcentaje de analfabetas total,Baja California
2010-01-01,0.025699999999999997,Porcentaje de analfabetas total,Baja California
2015-01-01,0.0195240414769978,Porcentaje de analfabetas total,Baja California
2005-01-01,0.009304109132495379,Hasta 1 salario mínimo,Baja California
2006-01-01,0.007583577110525726,Hasta 1 salario mínimo,Baja California
2007-01-01,0.00753954428752783,Hasta 1 salario mínimo,Baja California
2008-01-01,0.014199486793492916,Hasta 1 salario mínimo,Baja California
2009-01-01,0.020972631447205084,Hasta 1 salario mínimo,Baja California
2010-01-01,0.023662787196480586,Hasta 1 salario mínimo,Baja California
2011-01-01,0.022650765276206235,Hasta 1 salario mínimo,Baja California
2012-01-01,0.024740338566180783,Hasta 1 salario mínimo,Baja California
2013-01-01,0.02455587356223475,Hasta 1 salario mínimo,Baja California
2014-01-01,0.0263005258203463,Hasta 1 salario mínimo,Baja California
2015-01-01,0.02338829071533382,Hasta 1 salario mínimo,Baja California
2016-01-01,0.026562767811978746,Hasta 1 salario mínimo,Baja California
2017-01-01,0.026202350743438588,Hasta 1 salario mínimo,Baja California
2018-01-01,0.032293981482863915,Hasta 1 salario mínimo,Baja California
2019-01-01,0.09950444892618407,Hasta 1 salario mínimo,Baja California
2020-01-01,0.07613526416239057,Hasta 1 salario mínimo,Baja California
2021-01-01,0.08789340465160705,Hasta 1 salario mínimo,Baja California
2022-01-01,0.11331526497604152,Hasta 1 salario mínimo,Baja California
2023-01-01,0.12252263187778255,Hasta 1 salario mínimo,Baja California
2024-01-01,0.1445840695989939,Hasta 1 salario mínimo,Baja California
2005-01-01,0.04588123477527792,Más de 1 hasta 2 salarios mínimos,Baja California
2006-01-01,0.03393682617036783,Más de 1 hasta 2 salarios mínimos,Baja California
2007-01-01,0.044899065519785945,Más de 1 hasta 2 salarios mínimos,Baja California
2008-01-01,0.05012807311311883,Más de 1 hasta 2 salarios mínimos,Baja California
2009-01-01,0.06031653007995517,Más de 1 hasta 2 salarios mínimos,Baja California
2010-01-01,0.0708200610446044,Más de 1 hasta 2 salarios mínimos,Baja California
2011-01-01,0.07098741073890595,Más de 1 hasta 2 salarios mínimos,Baja California
2012-01-01,0.07784248843924224,Más de 1 hasta 2 salarios mínimos,Baja California
2013-01-01,0.09411447289600548,Más de 1 hasta 2 salarios mínimos,Baja California
2014-01-01,0.09937624204851239,Más de 1 hasta 2 salarios mínimos,Baja California
2015-01-01,0.09031956183795385,Más de 1 hasta 2 salarios mínimos,Baja California
2016-01-01,0.11121822760800718,Más de 1 hasta 2 salarios mínimos,Baja California
2017-01-01,0.10779180195992831,Más de 1 hasta 2 salarios mínimos,Baja California
2018-01-01,0.12323509106577746,Más de 1 hasta 2 salarios mínimos,Baja California
2019-01-01,0.22878876872332332,Más de 1 hasta 2 salarios mínimos,Baja California
2020-01-01,0.2004113359264035,Más de 1 hasta 2 salarios mínimos,Baja California
2021-01-01,0.19351681604236645,Más de 1 hasta 2 salarios mínimos,Baja California
2022-01-01,0.1844259913717624,Más de 1 hasta 2 salarios mínimos,Baja California
2023-01-01,0.18433770582273376,Más de 1 hasta 2 salarios mínimos,Baja California
2024-01-01,0.16281321139182067,Más de 1 hasta 2 salarios mínimos,Baja California
2005-01-01,0.0984686421261754,Más de 2 hasta 3 salarios mínimos,Baja California
2006-01-01,0.12629501323445605,Más de 2 hasta 3 salarios mínimos,Baja California
2007-01-01,0.12330174805912808,Más de 2 hasta 3 salarios mínimos,Baja California
2008-01-01,0.1323971187592482,Más de 2 hasta 3 salarios mínimos,Baja California
2009-01-01,0.12626776737591444,Más de 2 hasta 3 salarios mínimos,Baja California
2010-01-01,0.12415572396175045,Más de 2 hasta 3 salarios mínimos,Baja California
2011-01-01,0.1276425721140894,Más de 2 hasta 3 salarios mínimos,Baja California
2012-01-01,0.14315427232993247,Más de 2 hasta 3 salarios mínimos,Baja California
2013-01-01,0.13003760613869106,Más de 2 hasta 3 salarios mínimos,Baja California
2014-01-01,0.14585912515411703,Más de 2 hasta 3 salarios mínimos,Baja California
2015-01-01,0.14438742236998559,Más de 2 hasta 3 salarios mínimos,Baja California
2016-01-01,0.1489288416667214,Más de 2 hasta 3 salarios mínimos,Baja California
2017-01-01,0.14705770375807206,Más de 2 hasta 3 salarios mínimos,Baja California
2018-01-01,0.1438433628017336,Más de 2 hasta 3 salarios mínimos,Baja California
2019-01-01,0.05695582546855712,Más de 2 hasta 3 salarios mínimos,Baja California
2020-01-01,0.04185040143061061,Más de 2 hasta 3 salarios mínimos,Baja California
2021-01-01,0.0451494685621196,Más de 2 hasta 3 salarios mínimos,Baja California
2022-01-01,0.03317288048352091,Más de 2 hasta 3 salarios mínimos,Baja California
2023-01-01,0.027066518617571676,Más de 2 hasta 3 salarios mínimos,Baja California
2024-01-01,0.018997975601084634,Más de 2 hasta 3 salarios mínimos,Baja California
2005-01-01,0.1317947216158798,Más de 3 hasta 5 salarios mínimos,Baja California
2006-01-01,0.10629593783584915,Más de 3 hasta 5 salarios mínimos,Baja California
